id_transacao,data,funcionario,cargo,descricao,valor,categoria,departamento
TX_1461,2008-04-14,Kevin Malone,Contador,FedEx - Despesa de Correios,23.75,Correios,Contabilidade
TX_1462,2008-04-14,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,29.39,Logística,Atendimento ao Cliente
TX_1463,2008-04-14,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,95.98,Refeição com Cliente,Vendas
TX_1464,2008-04-14,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,39.51,Refeição com Cliente,Vendas
TX_1465,2008-04-14,Michael Scott,Gerente Regional,Amtrak Train - Despesa de Viagem,69.52,Viagem,Gerência
TX_1466,2008-04-14,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,112.74,Refeição com Cliente,Vendas
TX_1467,2008-04-14,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,34.89,Diversos,Atendimento ao Cliente
TX_1468,2008-04-14,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,8.6,Material de Escritório,Contabilidade
TX_1469,2008-04-14,Stanley Hudson,Vendedor,Estacionamento Central - Despesa de Transporte Local,67.12,Transporte Local,Vendas
TX_1470,2008-04-15,Kevin Malone,Contador,WCS Supplies - Auditoria de Textura,48.0,Consultoria,Contabilidade
TX_1471,2008-04-15,Phyllis Vance,Vendedor,Dunkin Donuts - Despesa de Refeição,114.15,Refeição,Vendas
TX_1472,2008-04-15,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,130.73,Refeição,Vendas
TX_1473,2008-04-15,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,5.81,Manutenção,Recursos Humanos
TX_1474,2008-04-15,Meredith Palmer,Rel. Fornecedores,Manutenção de Copiadora - Despesa de Manutenção,8.02,Manutenção,Suprimentos
TX_1475,2008-04-15,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,5.45,Logística,Administrativo
TX_1476,2008-04-15,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,16.12,Diversos,Qualidade
TX_1477,2008-04-15,Phyllis Vance,Vendedor,Papelaria Local - Despesa de Material de Escritório,117.9,Material de Escritório,Vendas
TX_1478,2008-04-15,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,19.03,Diversos,Depósito
TX_1479,2008-04-15,Andy Bernard,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,112.08,Refeição com Cliente,Vendas
TX_1480,2008-04-15,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,3.05,Logística,Qualidade
TX_1481,2008-04-15,Phyllis Vance,Vendedor,Estacionamento Central - Despesa de Transporte Local,75.37,Transporte Local,Vendas
TX_1482,2008-04-15,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,15.57,Logística,Qualidade
TX_1483,2008-04-15,Phyllis Vance,Vendedor,Chili's - Despesa de Refeição com Cliente,162.99,Refeição com Cliente,Vendas
TX_1484,2008-04-15,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,167.64,Material de Escritório,Vendas
TX_1485,2008-04-15,Dwight Schrute,Vendedor,Cugino's - Despesa de Refeição com Cliente,31.07,Refeição com Cliente,Vendas
TX_1486,2008-04-15,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,14.04,Logística,Atendimento ao Cliente
TX_1487,2008-04-15,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,15.74,Manutenção,Depósito
TX_1488,2008-04-15,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,140.4,Refeição,Vendas
TX_1489,2008-04-15,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,35.65,Logística,Depósito
TX_1490,2008-04-15,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,36.97,Diversos,Depósito
TX_1491,2008-04-15,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,53.27,Material de Escritório,Gerência
TX_1492,2008-04-15,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,26.62,Logística,Administrativo
TX_1493,2008-04-15,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,25.71,Refeição com Cliente,Vendas
TX_1494,2008-04-15,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,162.4,Transporte Local,Vendas
TX_1495,2008-04-15,Michael Scott,Gerente Regional,Amtrak Train - Despesa de Viagem,95.24,Viagem,Gerência
TX_1496,2008-04-15,Meredith Palmer,Rel. Fornecedores,Manutenção de Copiadora - Despesa de Manutenção,14.09,Manutenção,Suprimentos
TX_1497,2008-04-15,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,79.73,Refeição,Vendas
TX_1498,2008-04-15,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,32.93,Manutenção,Atendimento ao Cliente
TX_1499,2008-04-15,Kevin Malone,Contador,Dunder Mifflin Warehouse - Despesa de Logística,24.85,Logística,Contabilidade
TX_1500,2008-04-15,Phyllis Vance,Vendedor,Gasolina Shell - Despesa de Transporte Local,20.22,Transporte Local,Vendas
TX_1501,2008-04-16,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,11.29,Logística,Suprimentos
TX_1502,2008-04-16,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,44.91,Copa e Cozinha,Contabilidade
TX_1503,2008-04-16,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,54.65,Correios,Administrativo
TX_1504,2008-04-16,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,33.68,Copa e Cozinha,Depósito
TX_1505,2008-04-16,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,35.82,Logística,Atendimento ao Cliente
TX_1506,2008-04-16,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,72.85,Refeição com Cliente,Vendas
TX_1507,2008-04-16,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,150.44,Refeição,Vendas
TX_1508,2008-04-16,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,38.19,Transporte Local,Vendas
TX_1509,2008-04-16,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,30.12,Logística,Depósito
TX_1510,2008-04-16,Kelly Kapoor,Atendimento,FedEx - Despesa de Correios,6.17,Correios,Atendimento ao Cliente
TX_1511,2008-04-16,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,35.31,Correios,Depósito
TX_1512,2008-04-16,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,17.54,Diversos,Suprimentos
TX_1513,2008-04-16,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,48.04,Refeição com Cliente,Vendas
TX_1514,2008-04-16,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,126.41,Refeição com Cliente,Vendas
TX_1515,2008-04-16,Andy Bernard,Vendedor,Cugino's - Despesa de Refeição com Cliente,57.88,Refeição com Cliente,Vendas
TX_1516,2008-04-16,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,42.91,Material de Escritório,Administrativo
TX_1517,2008-04-16,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,54.82,Copa e Cozinha,Contabilidade
TX_1518,2008-04-16,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,20.33,Manutenção,Recursos Humanos
TX_1519,2008-04-16,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,41.39,Copa e Cozinha,Contabilidade
TX_1520,2008-04-16,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,9.22,Material de Escritório,Atendimento ao Cliente
TX_1521,2008-04-16,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,55.2,Refeição,Vendas
TX_1522,2008-04-16,Meredith Palmer,Rel. Fornecedores,Manutenção de Copiadora - Despesa de Manutenção,31.61,Manutenção,Suprimentos
TX_1523,2008-04-16,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,12.94,Copa e Cozinha,Atendimento ao Cliente
TX_1524,2008-04-16,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,29.85,Diversos,Suprimentos
TX_1525,2008-04-16,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,88.42,Transporte Local,Vendas
TX_1526,2008-04-16,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,71.66,Refeição,Vendas
TX_1527,2008-04-16,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,70.3,Refeição com Cliente,Gerência
TX_1528,2008-04-16,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,68.52,Manutenção,Administrativo
TX_1529,2008-04-16,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,6.66,Copa e Cozinha,Contabilidade
TX_1530,2008-04-16,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,53.17,Logística,Administrativo
TX_1531,2008-04-16,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,73.86,Logística,Administrativo
TX_1532,2008-04-16,Jim Halpert,Vendedor,Cugino's - Despesa de Refeição com Cliente,116.98,Refeição com Cliente,Vendas
TX_1533,2008-04-16,Toby Flenderson,RH,FedEx - Despesa de Correios,37.64,Correios,Recursos Humanos
TX_1534,2008-04-16,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,75.63,Refeição,Vendas
TX_1535,2008-04-16,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,63.17,Transporte Local,Vendas
TX_1536,2008-04-16,Stanley Hudson,Vendedor,Chili's - Despesa de Refeição com Cliente,42.7,Refeição com Cliente,Vendas
TX_1537,2008-04-16,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,65.24,Manutenção,Contabilidade
TX_1538,2008-04-16,Kevin Malone,Contador,FedEx - Despesa de Correios,8.97,Correios,Contabilidade
TX_1539,2008-04-16,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,14.3,Logística,Atendimento ao Cliente
TX_1540,2008-04-16,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,157.94,Transporte Local,Vendas
TX_1541,2008-04-16,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,68.44,Material de Escritório,Vendas
TX_1542,2008-04-17,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,3.68,Correios,Depósito
TX_1543,2008-04-17,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,18.55,Diversos,Suprimentos
TX_1544,2008-04-17,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,64.94,Logística,Administrativo
TX_1545,2008-04-17,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,13.44,Correios,Suprimentos
TX_1546,2008-04-17,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,3.2,Copa e Cozinha,Atendimento ao Cliente
TX_1547,2008-04-17,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,31.89,Material de Escritório,Contabilidade
TX_1548,2008-04-17,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,16.75,Copa e Cozinha,Qualidade
TX_1549,2008-04-17,Dwight Schrute,Vendedor,Cugino's - Despesa de Refeição com Cliente,76.28,Refeição com Cliente,Vendas
TX_1550,2008-04-17,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,30.16,Logística,Recursos Humanos
TX_1551,2008-04-17,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,22.63,Manutenção,Administrativo
TX_1552,2008-04-17,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,174.23,Refeição com Cliente,Gerência
TX_1553,2008-04-17,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,29.84,Copa e Cozinha,Recursos Humanos
TX_1554,2008-04-17,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,32.6,Logística,Recursos Humanos
TX_1555,2008-04-17,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,51.67,Transporte Local,Vendas
TX_1556,2008-04-17,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,127.37,Refeição com Cliente,Vendas
TX_1557,2008-04-17,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,14.57,Logística,Qualidade
TX_1558,2008-04-17,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,13.4,Correios,Administrativo
TX_1559,2008-04-17,Andy Bernard,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,21.5,Viagem,Vendas
TX_1560,2008-04-17,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,49.38,Copa e Cozinha,Contabilidade
TX_1561,2008-04-17,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,78.46,Manutenção,Contabilidade
TX_1562,2008-04-17,Stanley Hudson,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,51.16,Viagem,Vendas
TX_1563,2008-04-17,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,170.05,Transporte Local,Vendas
TX_1564,2008-04-17,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,38.92,Material de Escritório,Administrativo
TX_1565,2008-04-17,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,28.46,Diversos,Atendimento ao Cliente
TX_1566,2008-04-18,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,12.77,Manutenção,Depósito
TX_1567,2008-04-18,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,6.7,Material de Escritório,Contabilidade
TX_1568,2008-04-18,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,150.22,Transporte Local,Vendas
TX_1569,2008-04-18,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,9.95,Logística,Recursos Humanos
TX_1570,2008-04-18,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,143.4,Refeição com Cliente,Vendas
TX_1571,2008-04-18,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,16.63,Manutenção,Contabilidade
TX_1572,2008-04-18,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,31.44,Copa e Cozinha,Suprimentos
TX_1573,2008-04-18,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,26.93,Manutenção,Contabilidade
TX_1574,2008-04-18,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,21.25,Logística,Administrativo
TX_1575,2008-04-18,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,69.62,Manutenção,Contabilidade
TX_1576,2008-04-18,Creed Bratton,Qualidade,FedEx - Despesa de Correios,37.5,Correios,Qualidade
TX_1577,2008-04-18,Toby Flenderson,RH,FedEx - Despesa de Correios,26.33,Correios,Recursos Humanos
TX_1578,2008-04-18,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,168.0,Transporte Local,Gerência
TX_1579,2008-04-18,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,25.52,Copa e Cozinha,Depósito
TX_1580,2008-04-18,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,80.01,Refeição com Cliente,Vendas
TX_1581,2008-04-18,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,25.0,Copa e Cozinha,Recursos Humanos
TX_1582,2008-04-18,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,79.76,Transporte Local,Vendas
TX_1583,2008-04-18,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,15.58,Logística,Recursos Humanos
TX_1584,2008-04-18,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,10.15,Material de Escritório,Atendimento ao Cliente
TX_1585,2008-04-18,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,67.29,Material de Escritório,Vendas
TX_1586,2008-04-18,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,152.91,Refeição,Vendas
TX_1587,2008-04-18,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,21.56,Material de Escritório,Depósito
TX_1588,2008-04-18,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,30.21,Logística,Qualidade
TX_1589,2008-04-18,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,24.32,Manutenção,Administrativo
TX_1590,2008-04-18,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,4.76,Logística,Qualidade
TX_1591,2008-04-18,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,18.9,Copa e Cozinha,Atendimento ao Cliente
TX_1592,2008-04-18,Oscar Martinez,Contador,Dunder Mifflin Warehouse - Despesa de Logística,60.48,Logística,Contabilidade
TX_1593,2008-04-18,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,3.67,Diversos,Suprimentos
TX_1594,2008-04-18,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,25.09,Diversos,Atendimento ao Cliente
TX_1595,2008-04-18,Andy Bernard,Vendedor,Papelaria Local - Despesa de Material de Escritório,100.71,Material de Escritório,Vendas
TX_1596,2008-04-18,Creed Bratton,Qualidade,FedEx - Despesa de Correios,17.32,Correios,Qualidade
TX_1597,2008-04-19,Dwight Schrute,Vendedor,Algemas de Houdini (Loja de Mágica),85.0,Material de Treinamento,Vendas
TX_1598,2008-04-19,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,12.44,Copa e Cozinha,Contabilidade
TX_1599,2008-04-19,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,36.17,Logística,Qualidade
TX_1600,2008-04-19,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,9.13,Correios,Administrativo
TX_1601,2008-04-19,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,98.33,Transporte Local,Vendas
TX_1602,2008-04-19,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,18.44,Diversos,Qualidade
TX_1603,2008-04-19,Creed Bratton,Qualidade,FedEx - Despesa de Correios,26.52,Correios,Qualidade
TX_1604,2008-04-19,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,68.1,Transporte Local,Vendas
TX_1605,2008-04-19,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,106.76,Transporte Local,Vendas
TX_1606,2008-04-19,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,165.2,Refeição,Vendas
TX_1607,2008-04-19,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,21.97,Copa e Cozinha,Administrativo
TX_1608,2008-04-19,Toby Flenderson,RH,Vending Machine - Despesa de Diversos,28.61,Diversos,Recursos Humanos
TX_1609,2008-04-19,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,69.03,Copa e Cozinha,Contabilidade
TX_1610,2008-04-19,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,69.59,Copa e Cozinha,Contabilidade
TX_1611,2008-04-19,Michael Scott,Gerente Regional,Best Western Hotel - Despesa de Viagem,61.83,Viagem,Gerência
TX_1612,2008-04-19,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,22.77,Diversos,Qualidade
TX_1613,2008-04-19,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,37.95,Logística,Qualidade
TX_1614,2008-04-19,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,56.49,Transporte Local,Vendas
TX_1615,2008-04-19,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,60.56,Material de Escritório,Contabilidade
TX_1616,2008-04-19,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,23.57,Copa e Cozinha,Recursos Humanos
TX_1617,2008-04-19,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,11.47,Material de Escritório,Contabilidade
TX_1618,2008-04-19,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,71.69,Transporte Local,Vendas
TX_1619,2008-04-19,Angela Martin,Contadora,FedEx - Despesa de Correios,26.4,Correios,Contabilidade
TX_1620,2008-04-19,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,155.59,Transporte Local,Gerência
TX_1621,2008-04-19,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,26.41,Manutenção,Qualidade
TX_1622,2008-04-19,Andy Bernard,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,74.33,Viagem,Vendas
TX_1623,2008-04-19,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,36.1,Material de Escritório,Contabilidade
TX_1624,2008-04-19,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,24.93,Material de Escritório,Atendimento ao Cliente
TX_1625,2008-04-20,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,35.99,Copa e Cozinha,Qualidade
TX_1626,2008-04-20,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,22.0,Material de Escritório,Recursos Humanos
TX_1627,2008-04-20,Stanley Hudson,Vendedor,Amtrak Train - Despesa de Viagem,93.84,Viagem,Vendas
TX_1628,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,30.12,Logística,Recursos Humanos
TX_1629,2008-04-20,Michael Scott,Gerente Regional,Dunkin Donuts - Despesa de Refeição,77.42,Refeição,Gerência
TX_1630,2008-04-20,Oscar Martinez,Contador,FedEx - Despesa de Correios,35.74,Correios,Contabilidade
TX_1631,2008-04-20,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,159.56,Refeição com Cliente,Vendas
TX_1632,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,38.42,Logística,Recursos Humanos
TX_1633,2008-04-20,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,4.32,Manutenção,Atendimento ao Cliente
TX_1634,2008-04-20,Kevin Malone,Contador,FedEx - Despesa de Correios,30.24,Correios,Contabilidade
TX_1635,2008-04-20,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,131.08,Refeição,Vendas
TX_1636,2008-04-20,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,92.87,Refeição,Vendas
TX_1637,2008-04-20,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,146.89,Refeição,Vendas
TX_1638,2008-04-20,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,47.28,Copa e Cozinha,Contabilidade
TX_1639,2008-04-20,Jim Halpert,Vendedor,Cugino's - Despesa de Refeição com Cliente,139.22,Refeição com Cliente,Vendas
TX_1640,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,13.37,Logística,Recursos Humanos
TX_1641,2008-04-20,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,18.05,Copa e Cozinha,Depósito
TX_1642,2008-04-20,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,34.7,Manutenção,Administrativo
TX_1643,2008-04-20,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,24.01,Refeição com Cliente,Vendas
TX_1644,2008-04-20,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,33.96,Material de Escritório,Contabilidade
TX_1645,2008-04-20,Kevin Malone,Contador,FedEx - Despesa de Correios,16.0,Correios,Contabilidade
TX_1646,2008-04-20,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,59.77,Copa e Cozinha,Administrativo
TX_1647,2008-04-20,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,4.74,Logística,Atendimento ao Cliente
TX_1648,2008-04-20,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,183.58,Refeição com Cliente,Gerência
TX_1649,2008-04-20,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,30.31,Transporte Local,Vendas
TX_1650,2008-04-20,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,59.38,Material de Escritório,Vendas
TX_1651,2008-04-20,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,7.29,Copa e Cozinha,Contabilidade
TX_1652,2008-04-20,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,6.96,Material de Escritório,Recursos Humanos
TX_1653,2008-04-21,Michael Scott,Gerente Regional,Hotel Winnipeg (Sinal de Reserva),450.0,Viagem,Gerência
TX_1654,2008-04-21,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,110.3,Transporte Local,Vendas
TX_1655,2008-04-21,Phyllis Vance,Vendedor,Estacionamento Central - Despesa de Transporte Local,140.04,Transporte Local,Vendas
TX_1656,2008-04-21,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,122.15,Transporte Local,Vendas
TX_1657,2008-04-21,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,17.78,Copa e Cozinha,Contabilidade
TX_1658,2008-04-21,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,45.38,Manutenção,Contabilidade
TX_1659,2008-04-21,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,120.55,Material de Escritório,Vendas
TX_1660,2008-04-21,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,31.26,Material de Escritório,Qualidade
TX_1661,2008-04-21,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,58.82,Manutenção,Contabilidade
TX_1662,2008-04-21,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,20.6,Diversos,Atendimento ao Cliente
TX_1663,2008-04-21,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,36.18,Manutenção,Recursos Humanos
TX_1664,2008-04-21,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,22.68,Transporte Local,Vendas
TX_1665,2008-04-21,Michael Scott,Gerente Regional,Dunkin Donuts - Despesa de Refeição,96.56,Refeição,Gerência
TX_1666,2008-04-21,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,95.74,Refeição com Cliente,Vendas
TX_1667,2008-04-21,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,14.68,Material de Escritório,Qualidade
TX_1668,2008-04-21,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,54.45,Refeição com Cliente,Vendas
TX_1669,2008-04-21,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,10.19,Diversos,Depósito
TX_1670,2008-04-21,Kevin Malone,Contador,FedEx - Despesa de Correios,67.14,Correios,Contabilidade
TX_1671,2008-04-21,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,22.11,Diversos,Qualidade
TX_1672,2008-04-21,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,34.12,Copa e Cozinha,Atendimento ao Cliente
TX_1673,2008-04-21,Creed Bratton,Qualidade,FedEx - Despesa de Correios,6.0,Correios,Qualidade
